"program_key","primary_school","difficulty_level","duration","program_title","generic_program_title","part_title","generic_part_title","part_summary","lesson_title","generic_lesson_title","lesson_summary","locale"
"cs222","Artificial Intelligence","","2 Months","Differential Equations in Action","Differential Equations in Action","Differential Equations in Action","Differential Equations in Action","","Lesson 3 - Contagion","Lesson 3 - Contagion","","en-us"
"cd13580","Product Management","Intermediate","","Leveraging Data with AI","Leveraging Data with AI","Leveraging Data with AI","Leveraging Data with AI","This course is for product managers who want to build AI products. It does not require any prior familiarity with AI. You'll start by learning how AI can be applied, the different types of AI, data needs for AI, and the AI product lifecycle. Then, you'll dive deeper into two types of AI that can leverage existing datasets: personalization and forecasting. You'll learn some technical details about how these models work and how to evaluate them, and practice what you've learned with hands-on exercises. Finally, you'll pull this all together into a project where you'll develop a PRD for an AI-enabled gift recommendation system in an e-commerce setting.","Predicting the Future with AI","Predicting the Future with AI","This lesson covers regressions and time series basics, how they're used in industry, and how to consider the data requirements to train these models.","en-us"
"nd032","Programming and Development","Intermediate","3 Months","Intermediate JavaScript","Intermediate JavaScript","Asynchronous Programming with JavaScript","Asynchronous Programming with JavaScript","This course dives deep into asynchronous programming, a technique essential for building responsive web applications. Learn how asynchronous code keeps your apps running smoothly even while waiting for data. Master key concepts like threads, callbacks, promises, and the elegant async/await syntax. Write clean, efficient code that keeps users engaged and in control. This course empowers you to harness the full potential of JavaScript without compromising user experience.","Introduction to Asynchronous Programming","Introduction to Asynchronous Programming","Meet your instructor and explore what you'll learn in the course and why it is important.","en-us"
"nd089","Artificial Intelligence","Beginner","3 Months","AI Programming with Python","AI Programming with Python","Git and GitHub","Git & GitHub","Programmers use version control software to manage changes to software projects large and small. In these lessons you will learn to keep track of changes to your code using the Git version control software, and collaborate with other programmers using GitHub.","Commits, Tags, Conflicts","Commits, Tags, Conflicts","Knowing how to review an existing Git repository's history of commits is extremely important. You'll learn how to do just that in this lesson.","en-us"
"st101","Data Science","Beginner","2 Months","Intro to Statistics","Intro to Statistics","Intro to Statistics","Intro to Statistics","","25. Normal Quantiles","25. Normal Quantiles","","en-us"
"ud300","Business","","2 Months","Getting Started with Google Workspace","Getting Started with Google Workspace","Getting Started with Google Workspace","Getting Started with Google Workspace","","Google Slides","Google Slides","In this lesson, you will learn how to open Google Slides, create a blank presentation, and create a presentation from a template.","en-us"
"ps001","Business","","4 Months","Intro to Psychology","Intro to Psychology","Intro to Psychology","Intro to Psychology","","Lesson 04 Sensation and Perception","Lesson 04 Sensation and Perception","","en-us"
"ud201","Data Science","","2 Months","Intro to Inferential Statistics","Intro to Inferential Statistics","Intro to Inferential Statistics","Intro to Inferential Statistics","","ANOVA, Continued","ANOVA, Continued","","en-us"
"nd104","Data Science","Beginner","3 Months","Programming for Data Science with Python","Programming for Data Science with Python","Introduction to Python","Introduction to Python","Learn Python programming fundamentals such as data types and structures, variables, loops, and functions.","Control Flow","Control Flow","Build logic into your code with control flow tools! Learn about conditional statements, repeating code with loops and useful built-in functions, and list comprehensions.","en-us"
"st095","Data Science","","4 Months","Statistics","Statistics","Statistics","Statistics","","Google Spreadsheet Tutorial","Google Spreadsheet Tutorial","","en-us"
"nd698","Cybersecurity","Intermediate","4 Months","Security Engineer","Security Engineer","Application Security","Application Security","Explore the history of application security and gain insights into key concepts in the field. Review the OWASP Top 10, along with best practices to mitigate common vulnerabilities. Apply essential techniques for conducting penetration testing. Perform static code scans using special software and manually test a web application. Understand methods for performing Static Application Security Testing (SAST) and interpret the test results. Write effective security reports and calculate vulnerability severity using the CVSS v3.1 standard. Communicate findings with development and QA teams to collaboratively enhance application security.","Common Web Application Vulnerabilities","Common Web Application Vulnerabilities","In this lesson we will go over who is OWASP and talk about the OWASP Top 10 and recommendations/best practices to mediate them.","en-us"
"cd0037","Programming and Development","Intermediate","","API Development and Documentation","API Development and Documentation","API Development and Documentation","API Development and Documentation","Learn how to use APIs to control and manage web applications, including best practices for API testing and documentation.","Project: Trivia API","Project: Trivia API","In this project, you'll use your new API and API documentation skills to build a trivia API.","en-us"
"cs313","Programming and Development","","2 Months","Intro to Theoretical Computer Science","Intro to Theoretical Computer Science","Intro to Theoretical Computer Science","Intro to Theoretical Computer Science","","Lesson 5.2 - Shortest Tour","Lesson 5.2 - Shortest Tour","","en-us"
"nd082","Cloud Computing","Intermediate","3 Months","Cloud DevOps using Microsoft Azure","Cloud DevOps using Microsoft Azure","Agile Development with Azure","Agile Development with Azure","Automated Deployment of high quality software using DevOps principles is a critical skill in the cloud era.
Master the theory and practice of Agile Project management with hands-on examples.  Execute a Python centric Continuous Integration strategy that uses testing best practices, including open source code quality tools such as pylint and pytest.  Couple Infrastructure-as-Code (IaC) with Continuous Delivery using Azure Pipelines to streamline the deployment of applications to Azure.
","Introduction to Agile Development with Azure","DevOps and Agile Development","In this lesson, we'll consider the underlying problems that Agile solves for and introduce you to some of the core concepts and tools underlying the Agile approach.","en-us"
"nd027","Data Science","Intermediate","5 Months","Data Engineering with AWS","Data Engineer","Data Modeling","Data Modeling","Learn to create relational and NoSQL data models to fit the diverse needs of data consumers. Use ETL to build databases in PostgreSQL and Apache Cassandra.","Data Modeling with Apache Cassandra","Data Modeling with Apache Cassandra","Students will model event data to create a non-relational database and ETL pipeline for a music streaming app. They will define queries and tables for a database built using Apache Cassandra.","en-us"
"ud325","Programming and Development","","2 Months","iOS Persistence and Core Data","iOS Persistence and Core Data","iOS Persistence and Core Data","iOS Persistence and Core Data","","The Core Data Stack","The Core Data Stack","Set up the classes we need to get Core Data up and running so that we can create, save, and delete model objects.","en-us"
"nd891","Artificial Intelligence","Advanced","3 Months","Computer Vision","Computer Vision","C++ Programming","C++ Programming","","C++ Getting Started","C++ Getting Started","The differences between C++ and Python and how to write C++ code.","en-us"
"nd787","Autonomous Systems","Advanced","6 Months","Flying Car and Autonomous Flight Engineer","Flying Car and Autonomous Flight Engineer","Introduction to Autonomous Flight","Introduction to Autonomous Flight","In this course, you will get an introduction to flight history, challenges, and vehicles. You will learn about our quadrotor test platform, work in our custom simulator, and build your first project—getting a quadrotor to take-off and fly around a backyard!","Autonomous Flight","Autonomous Flight","In this lesson you'll get a high level overview of the concepts underlying autonomous flight and the physical components from which flying vehicles are made.","en-us"
"ud300","Business","","2 Months","Getting Started with Google Workspace","Getting Started with Google Workspace","Getting Started with Google Workspace","Getting Started with Google Workspace","","Google Drive","Google Drive","In this lesson, you will learn how to navigate your Google Drive.","en-us"
"ud001","Programming and Development","","3 Weeks","Introduction to HTML and CSS","Intro to HTML and CSS","Introduction to HTML and CSS","Intro to HTML and CSS","","HTML Syntax","HTML Syntax","Set up your development environment for writing HTML and learn basic tags and syntax.","en-us"
"nd9990","Cloud Computing","Intermediate","4 Months","Cloud Developer","Cloud Developer","Develop and Deploy Serverless Apps","Develop and Deploy Serverless Apps","Serverless technologies have become very popular recently because they can increase the speed of development and drastically reduce the cost of running a cloud infrastructure. This course combines the theory of using serverless technologies with the practice of developing a complex serverless application and focuses on learning by doing. You will learn advanced serverless features such as implementing WebSockets and stream processing and learn about serverless best practices throughout the course.","Introduction to Serverless","Introduction to Serverless","Introduction to the course, and Introduction to Serverless","en-us"
"nd036","Product Management","Beginner","4 Months","Product Manager","Product Manager","Product Launch","Product Launch","Once a need has been defined, and a product has been designed and developed, it is time to bring that product to the market. Learn all about the launch process and the important partners a Product Manager will need to work with during this phase. Create a plan, identify the launch risks and figure out how to minimize their impact on your launch. Collaborate with Marketing stakeholders to determine how to target your customers and develop a compelling message to increase engagement in your product. Work with Sales, Customer Support, and the other teams to prepare them to interface with your customers as
the product is launched. Execute the launch and use feedback from your customers to determine the next steps for your product.","Marketing Strategy","Marketing Strategy","In this lesson, we will discuss how Product Managers and the Marketing team work together. We'll also talk about the go-to-market strategy, understanding the competition,  acquisition channel strategy and pricing strategy.","en-us"
"cd0011","Programming and Development","Intermediate","","Large Python Codebases with Libraries","Large Python Codebases with Libraries","Large Python Codebases with Libraries","Large Python Codebases with Libraries","Learn how you can write, structure, and extend your code to be able to support developing large systems at scale. Understand how you can leverage open source libraries to quickly add advanced functionality to your code and how you can package your code into libraries of your own. Apply Object Oriented Programming to ensure that your code remains modular, clear, and understandable. Honing these skills are the foundations for building codebases that are maintainable and efficient as they grow to tens of thousands of lines.","Project: Motivational Meme Generator","Project: Motivational Meme Generator","For this project, you'll build a ""meme generator"". This will demonstrate your newly learned skills by creating a dynamic, data-rich application that generates images with quotes.","en-us"
"ud0352","Programming and Development","","2 Days","Firebase in a Weekend (Android)","Firebase in a Weekend (Android)","Firebase in a Weekend (Android)","Firebase in a Weekend (Android)","","Sunday","Sunday","During the Sunday lesson, you'll be getting into more advanced topics, like using Firebase Storage to allow users to upload picture messages from their phone, and sending notifications.","en-us"
"cd0040","Product Management","Intermediate","","Leveraging Data in Iterative Product Design","Leveraging Data in Iterative Product Design","Leveraging Data in Iterative Product Design","Leveraging Data in Iterative Product Design","In this course, you will learn how to apply conversion funnels, perform segment analysis, and use both quantitative and qualitative data in the iterative design cycle to improve your product. In the project, you will have the opportunity to apply the skills you learn to identify areas for product improvements and design a future plan.","Project: Create an Iterative Design Path","Project: Create an Iterative Design Path","In this project, you will analyze the data from a previously run multivariate experiment to determine what is the next best step for Flyber.","en-us"
"nd055","Business","Intermediate","","Digital Transformation for Business Leaders","Digital Transformation for Business Leaders","Leading Into and In the Unknown","Leading Into and In the Unknown","Final advice and next steps in your digital transformation journey","You Are Ready!","You Are Ready!","","en-us"
"cd0391","Cybersecurity","Beginner","","Enterprise Perimeter and Network Security","Enterprise Perimeter and Network Security","Enterprise Perimeter and Network Security","Enterprise Perimeter and Network Security","In this course, you'll learn how to: design a secure network architecture; build secure network architectures in Azure; set up continuous monitoring and alerts using a SIEM; and create a Zero Trust Model.","Introduction to Enterprise Perimeter and Network Security","Introduction to Enterprise Perimeter and Network Security","In this introductory lesson, we'll give you a helpful overview of the course that will set you up for success!","en-us"
"cd12638","Data Science","Beginner","","Descriptive Statistics","Descriptive Statistics","Descriptive Statistics","Descriptive Statistics","Learn how to describe data in terms of data types, measures of center, measures of spread, shape, and outliers. These essential skills in descriptive statistics provide the foundation for more advanced statistical techniques that are used for data science, data analysis, and machine learning.","Data Types","Data Types","In this lesson, we establish key distinctions between different types of data, including quantitative, categorical, ordinal, nominal, continuous, and discrete data types.","en-us"
"nd229","Artificial Intelligence","Intermediate","3 Months","Introduction to Machine Learning with Pytorch","Intro to Machine Learning with PyTorch","Additional Material: Linear Algebra","Additional Material: Linear Algebra","","Vectors","Vectors","
Learn about vectors, the basic building block of Linear Algebra.
","en-us"
"cd13905","Artificial Intelligence","Beginner","","Programming Transformer Neural Networks with PyTorch","Programming Transformer Neural Networks with PyTorch","Programming Transformer Neural Networks with PyTorch","Programming Transformer Neural Networks with PyTorch","This course will guide you through the essential concepts of Transformer Neural Networks and their implementation using PyTorch. Starting with an introduction to Transformers, you will learn to build and train Transformer models from scratch. Additionally, you will explore the advantages of using pre-trained Transformer models and how to leverage them effectively in your projects. By the end of this course, you will have a solid foundation in programming Transformer Neural Networks with PyTorch.","Building Transformer Neural Networks with PyTorch","Building Transformer Neural Networks with PyTorch","Learn to build a Transformer model with PyTorch, covering tokenization, embeddings, multi-head attention, training, and text generation for NLP tasks.","en-us"
"cd0002","Cybersecurity","Beginner","","Defending and Securing Systems","Defending and Securing Systems","Defending and Securing Systems","Defending and Securing Systems","In this course, students will be exposed to a diverse group of technologies that will provide or enhance the
skills needed to enter the cybersecurity field. Students will apply best practices of Defense in Depth to secure
computer systems, use outputs from security incidents to analyze and improve future network security, and search internal systems to determine network vulnerabilities. Students will also learn how to recommend mitigations to address common application vulnerabilities and ensure fundamental encryption techniques for securing data at rest and in transit.","Monitoring and Logging for Detection of Malicious Activity","Monitoring and Logging for Detection of Malicious Activity","In this lesson, you'll learn how to effectively monitor and use logs to detect malicious activity.","en-us"
"cd13677","Business","Beginner","","Gemini in Google Docs","Gemini in Google Docs","Gemini in Google Docs","Gemini in Google Docs","Gemini for Google Workspace is an add-on that provides users with access to generative AI features. This course delves into the capabilities of Gemini in Google Docs using video lessons, hands-on activities and practical examples. You learn how to use Gemini to generate written content based on prompts. You also explore using Gemini to edit text you’ve already written, helping you improve your overall productivity. By the end of this course, you'll be equipped with the knowledge and skills to confidently utilize Gemini in Google Docs to improve your writing.","Gemini in Google Docs","Gemini in Google Docs","Gemini for Google Workspace is an add-on that provides customers with generative AI features in Google workspace. You'll learn about key Gemini features.","en-us"
"nd0035","Cybersecurity","Intermediate","4 Months","Enterprise Security","Enterprise Security","Data Security","Data Security","We start by exploring the concept of data governance, so that students can build the foundation for understanding, classifying, and protecting data. Students learn to navigate the variety of compliance regulations that apply to data security and create policies that prevent unauthorized disclosure of information Students focus on protecting confidentiality, integrity, and availability of data through concepts like encryption, auditing, file integrity, and backup strategies.","Data Security Analysis in Online Payment Processing","Data Security Analysis in Online Payment Processing","You’ll spend a day in the life of a data security professional going through the process of establishing and implementing data security controls.","en-us"
"nd787","Autonomous Systems","Advanced","6 Months","Flying Car and Autonomous Flight Engineer","Flying Car and Autonomous Flight Engineer","Controls","Controls","In the previous course, we implemented 3D path planning but assumed a solution for actually following paths. In reality, moving a flying vehicle requires determining appropriate low-level motor controls. In this course, you will build a nonlinear cascaded controller and incorporate it into your software in the project.","Vehicle Dynamics","Vehicle Dynamics","Learn how flying vehicles move in one and two dimensions by understanding how propellers create forces and moments which cause accelerations and rotations.","en-us"
"cd0454","Data Science","Intermediate","","Organizational Privacy Engineering","Organizational Privacy Engineering","Organizational Privacy Engineering","Organizational Privacy Engineering","Privacy engineering isn’t all technical—it requires a culture of privacy to be built into organizations. This course outlines the fundamentals of privacy that are critical to implement in an organization. It is important to understand the privacy landscape, the techniques and controls that are available, and proper privacy assessment.","Data Privacy Fundamentals","Data Privacy Fundamentals","In this lesson, we will explore Privacy, security, compliance, the categories of personal information, the
regulatory authorities, and also liability and legal actions related to privacy.
","en-us"
"nd940","Programming and Development","Intermediate","4 Months","Android Kotlin Developer","Android Kotlin Developer","Developing Android Apps with Kotlin - Part 1","Developing Android Apps with Kotlin - Part 1","","Build your First App","Build your First App","Build your first app: ""Dice Roller"" that covers basic Android components like displaying texts and images as well as a tour of the Android tools you'll be using throughout this course.","en-us"
"cd0025","Artificial Intelligence","Intermediate","21 Hours","Supervised Learning","Supervised Learning","Supervised Learning","Supervised Learning","In this course, you'll learn about different types of supervised learning and how to use them to solve real-world problems.","Finding Donors Project","Finding Donors Project","You've covered a wide variety of methods for performing supervised learning -- now it's time to put those into action!","en-us"
"nd891","Artificial Intelligence","Advanced","3 Months","Computer Vision","Computer Vision","Optional: Cloud Computing","Optional: Cloud Computing","","Optional: Cloud Computing with AWS","Optional: Cloud Computing with AWS","Take advantage of Amazon's GPUs to train your neural network faster. In this lesson, you'll learn how to setup an instance on AWS and train a neural network on a GPU.","en-us"
"nd019","Programming and Development","Intermediate","2 Months","React","React","Congratulations!","Congratulations!","Congratulations on finishing your program!","Congratulations!","Congratulations!","Congratulations on your graduation from this program! Please join us in celebrating your accomplishments.","en-us"
"cd0289","Cybersecurity","Intermediate","","Analyzing Security Threats","Analyzing Security Threats","Analyzing Security Threats","Analyzing Security Threats","In this course, you’ll start by exploring the current threat landscape and identifying both threats and threat actors that organizations face. You will learn about the OWASP Top 10 and that they pose a critical threat to organizations. Then, you’ll learn all of the ways to mitigate threats, including the OWASP Top 10. Lastly, you’ll learn what threat modeling is and build your own threat models.","Threat Modeling","Threat Modeling","In this lesson, you will use your new skills to create Threat Models for different threat scenarios.","en-us"
"nd002-embsys","Autonomous Systems","Beginner","4 Months","Introduction to Robotics","Data Analyst","Essential Control Techniques","DECI Level 4 Embedded Systems Term 1 Month 1","In this course, you will delve into Embedded Systems, focusing on actuators, analog outputs, pulse width modulation, and utilizing logic analyzers. You will gain practical insights into controlling devices, generating analog signals, mastering pulse modulation techniques, and effectively analyzing system behavior.","Logic Analyzers","Logic Analyzers","In this lesson you will learn to use logic analyzers to read PWM digital signal and analyze it, checking in real time all their properties, like the period, frequency, duty cycle and amplitude.","en-us"
"ud509","Product Management","","2 Months","Product Design","Product Design","Product Design","Product Design","","Ideation & Validation","Ideation & Validation","Develop, validate and refine your ideas to ensure you're building for product/market fit.","en-us"
"cd0006","Product Management","Beginner","","Progress, Communication, and Organizational Agility","Progress, Communication, and Organizational Agility","Progress, Communication, and Organizational Agility","Progress, Communication, and Organizational Agility","In this course, you will learn how to communicate project progress and status through information radiators, guide, and direct organizational agility through the use of metrics and how to create those metrics, and differentiate between patterns to mimic and anti-patterns to avoid. You will also learn how to identify and mitigate risk and build an internal team communication strategy and an external communication strategy that works effectively for the relevant stakeholder audience.","Agile Metrics","Agile Metrics","Learn about using Agile Metrics","en-us"
"nd229","Artificial Intelligence","Intermediate","3 Months","Introduction to Machine Learning with Pytorch","Intro to Machine Learning with PyTorch","Prerequisite: Git & Github","Prerequisite: Git & Github","","Undoing Changes","Undoing Changes","Help! Disaster has struck! You don't have to worry, though, because your project is tracked in version control! You'll learn how to undo and modify changes that have been saved to the repository.","en-us"
"cd12590","Data Science","Fluency","","Data Modeling Fluency","Data Modeling Fluency","Data Modeling Fluency","Data Modeling Fluency","In this course, you’ll learn the fundamentals of relational and non-relational data models to fit the diverse needs of data consumers. You will also learn the basics of Big Data, which provides ways to work with massive data sets that are too large or complex to be handled by traditional data-processing application software.","Introduction to Big Data Systems","Introduction to Big Data Systems","In this lesson, you will take a 30000-foot view of big data and see why it is so important. You will also learn the characteristics of big data, and horizontal and vertical scaling.","en-us"
"cd0353","Cloud Computing","Intermediate","","Full Stack Apps on AWS","Full Stack Apps on AWS","Full Stack Apps on AWS","Full Stack Apps on AWS","Explore the foundational concepts of designing and deploying scalable, extendable, and maintainable full-stack applications using modern cloud architecture.","Scaling and Fixing","Scaling and Fixing","Your work is never over. Cloud systems need to be maintained as dependencies are updated and there is more demand for your service. We explore tools and process to minimize growing pains","en-us"
"nd881","Artificial Intelligence","Advanced","","AI Trading Strategies","AI Trading Strategies","Evaluating Returns and Backtesting","Evaluating Returns and Backtesting","This course will advance learners' abilities to construct and backtest strategies. The curriculum emphasizes a deep understanding of key performance metrics—such as annualized returns, volatility, and various risk-adjusted ratios—to critically evaluate the effectiveness of trading strategies. Additionally, learners will enhance their skills in visualizing strategy performance through advanced graphical representations. By mastering the implementation and rigorous evaluation of trading models, students will be well-equipped to optimize strategies and ensure robust performance in the  world of capital markets.","Backtesting a Risk Parity Portfolio","Backtesting a Risk Parity Portfolio","Through Python, learn how to implement Walk-Forward Validation and combine core calculations to develop a robust backtesting strategy.","en-us"
"nd001-digitalarts","Business","Beginner","","Photo Editing and Web Design","Photo Editing and Web Design","Raster Design and Branding","DECI Level 3 Digital Arts Term 2 Month 2","These lessons cover Masking in raster design, exploring composite designs and pixel selection tools. Discover the power of vector tools, focusing on the pen tool and text manipulation. Learn about filters, their application with layers, and non-destructive editing. Explore branding and visual identity, understanding their impact and creation process, including design-thinking methodology and logo development.","Introduction to Masking","Introduction to Masking","Masking in raster design. Explore composite designs using layers and masking and understanding pixel selection tools. Using advanced features like clipping masks for nuanced compositions.","en-us"
"cd0389","Business","Beginner","","Freelancing 101 and Preparing to Market Yourself","Freelancing 101 and Preparing to Market Yourself","Freelancing 101 and Preparing to Market Yourself","Freelancing 101 and Preparing to Market Yourself","This course steps you through the basics of digital freelancing and what you need to know to be a successful freelancer, including how and where to market yourself and your skills and set yourself apart.","Marketing Strategies to Set Yourself Apart","Marketing Strategies to Set Yourself Apart","Improve your resume by getting personalized feedback on how you communicate your qualifications for a job.","en-us"
"cd12101","Cloud Computing","Intermediate","","Develop and Deploy Serverless Apps","Develop and Deploy Serverless Apps","Develop and Deploy Serverless Apps","Develop and Deploy Serverless Apps","Serverless technologies have become very popular recently because they can increase the speed of development and drastically reduce the cost of running a cloud infrastructure. This course combines the theory of using serverless technologies with the practice of developing a complex serverless application and focuses on learning by doing. You will learn advanced serverless features such as implementing WebSockets and stream processing and learn about serverless best practices throughout the course.","Introduction to Serverless","Introduction to Serverless","Introduction to the course, and Introduction to Serverless","en-us"
"nd0044","Programming and Development","Intermediate","4 Months","Full Stack Web Developer","Full Stack Web Developer","Identity Access Management","Identity Access Management","In this part, you will build the backend for a coffee shop application. You’ll add user accounts and authentication to your application and use role-based access management strategies to control different types of user behavior in the app.","Identity and Authentication","Identity and Authentication","Explore frequently used methods of identifying who is making requests on web systems. Implement modern software patterns to accomplish this goal across the stack.","en-us"
"nd992","Cybersecurity","Intermediate","4 Months","Security Architect","Security Architect","Infrastructure and Network Security Architecture Planning and Design","Infrastructure & Network Security Architecture Planning & Design","In this course, you'll learn how to plan and build the architecture to ensure that your organization's security is up to date and well defended.","Infrastructure & Network security Architecture Planning","Infrastructure & Network security Architecture Planning","In this lesson, you'll learn about planning the design for your Infrastructure and Network Security.","en-us"
"nd320","Artificial Intelligence","Advanced","4 Months","AI for Healthcare","AI for Healthcare","Applying AI to 2D Medical Imaging Data","Applying AI to 2D Medical Imaging Data","","Clinical Foundations of 2D Medical Imaging","Clinical Foundations of 2D Medical Imaging","In this lesson, we will cover clinical foundations such as clinical workflows, applications of 2D imaging in clinical settings and how machine learning impacts clinics.","en-us"
"nd019","Programming and Development","Intermediate","2 Months","React","React","Git and GitHub","Git & GitHub","Programmers use version control software to manage changes to software projects large and small. In these lessons you will learn to keep track of changes to your code using the Git version control software, and collaborate with other programmers using GitHub.","What is Version Control","What is Version Control","Version control is an incredibly important part of a professional programmer's life. In this lesson, you'll learn about the benefits of version control and install the version control tool Git!","en-us"
"ud185","Artificial Intelligence","","2 Months","Secure and Private AI","Secure and Private AI","Secure and Private AI","Secure and Private AI","","Introducing Local and Global Differential Privacy","Introducing Local and Global Differential Privacy","Learn how to apply differential privacy to arbitrary algorithms by adding noise to the outputs.","en-us"
"cs313","Programming and Development","","2 Months","Intro to Theoretical Computer Science","Intro to Theoretical Computer Science","Intro to Theoretical Computer Science","Intro to Theoretical Computer Science","","Lesson 5.3 - Reductions & Approx. Factors","Lesson 5.3 - Reductions & Approx. Factors","","en-us"
"cd0695","Business","Beginner","","Digital Advertising","Digital Advertising","Digital Advertising","Digital Advertising","This course is about effectively engaging audiences with digital advertising across websites, mobile apps, streaming videos and other types of digital content through programmatic technology, campaign planning frameworks, and the Google Ads self-serve campaign management platform. Consumers are increasingly spending more of their time online through a variety of connected devices. Advertisers can now promote their products or services through targeted display, video and audio ads in a way that is non-disruptive - and increasingly integrated into the digital experience for these customers.
","Jobs in Display Advertising","Jobs in Display Advertising","An overview of the kind of jobs you can find in Display Advertising.","en-us"
"cd0010","Programming and Development","Intermediate","","Advanced Python Techniques","Advanced Python Techniques","Advanced Python Techniques","Advanced Python Techniques","In this course, you will learn advanced Python skills and master a myriad of modern subject matter.","File I/O","File I/O","Learn all about reading and writing data files using Python, including plain text, JSON, and CSV files.","en-us"
"nd213","Programming and Development","Intermediate","4 Months","C++","C++","Memory Management","Memory Management","","Memory Management Chatbot","Memory Management Chatbot","The ChatBot project creates a dialogue where users can ask questions about some aspects of memory management in C++. Your task will be to optimize the project with modern memory management in mind.","en-us"
"cd0444","Programming and Development","Intermediate","","React Native","React Native","React Native","React Native","Explore the possibilities of React Native for building hybrid phone apps; learn how to create push notifications, display customer information, and create interactive view for your user!","Introduction to React Native","Introduction to React Native","Preview foundational concepts and the project in this lesson.","en-us"
"nd303","Programming and Development","Intermediate","2 Months","Intermediate Python","Intermediate Python","Welcome to the Intermediate Python Nanodegree Program","Welcome to the Intermediate Python Nanodegree Program","","Getting Help","Getting Help","You are starting a challenging but rewarding journey! Take 5 minutes to read how to get help with projects and content.","en-us"
"nd787","Autonomous Systems","Advanced","6 Months","Flying Car and Autonomous Flight Engineer","Flying Car and Autonomous Flight Engineer","Welcome to the Nanodegree Program","Welcome to the Nanodegree Program","Welcome!","Getting Help","Getting Help","You are starting a challenging but rewarding journey! Take 5 minutes to read how to get help with projects and content.","en-us"
"nd073","Artificial Intelligence","Advanced","3 Months","AI Engineer using Microsoft Azure","AI Engineer using Microsoft Azure","Welcome to the AI Engineer using Microsoft Azure Nanodegree Program","Welcome to the AI Engineer using Microsoft Azure Nanodegree Program","Welcome to the AI Engineer using Microsoft Azure Nanodegree Program, let's get started!","An Introduction to Your AI Engineer using Microsoft Azure Nanodegree Program","An Introduction to Your AI Engineer using Microsoft Azure Nanodegree Program","Welcome! We're so glad you're here. Join us in learning a bit more about what to expect and ways to succeed.","en-us"
"nd545","Cybersecurity","Beginner","4 Months","Introduction to Cybersecurity","Introduction to Cybersecurity","Congratulations!","Congratulations!","Congratulations on finishing your program!","Congratulations!","Congratulations!","Congratulations on your graduation from this program! Please join us in celebrating your accomplishments.","en-us"
"nd001-comp-literacy","Programming and Development","Beginner","","Computer Literacy Fundamentals","Computer Literacy Fundamentals","Discover Hardware","DECI Level 1 Weeks 5 to 8","In this course, you will explore the fundamentals of computer hardware, gain insights into the physical components of computer hardware, understand the role of memory and operating systems, learn about file systems and the command line, and dive into the world of physical networks and their functionality. You will also expand your knowledge and develop a solid foundation in computer hardware through this engaging and informative course.","Exploring Hardware-Physical Components of Computer Hardware","Exploring Hardware-Physical Components of Computer Hardware","This lesson goes over the basic hardware components that make up a computer. We'll discuss how we measure these different components and how to compare the same type of component.","en-us"
"cd0033","Data Science","Advanced","","Data Governance","Data Governance","Data Governance","Data Governance","In this course, you will learn how to design a data governance solution that meets your company’s needs. First, you will learn about the different types of metadata and how to build a Metadata Management System, Enterprise Data Model, and Enterprise Data Catalog. Next, you will learn how to perform data profiling using various techniques including data quality dimensions, how to identify remediation options for data quality issues, and how to measure and monitor data quality using data quality scores, thresholds, dashboards, exceptions, and trend
reports. Finally, you will learn the concepts of Master Data and golden record, different types of Master Data Management Architectures, as well as the golden record creation and master data governance processes. ","Data Quality Management","Data Quality Management","This lesson covers all aspects and best practices for Data Quality Management. You will learn techniques for profiling data and identifying data quality issues, how to perform data cleansing and how to prevent data errors from occuring in the first place in the source systems. You will also learn how to set up targets, measure data quality and create data quality dashboards and trend reports.","en-us"
"ud9012","Programming and Development","","2 Months","Developing Android Apps with Kotlin","Developing Android Apps with Kotlin","Developing Android Apps with Kotlin","Developing Android Apps with Kotlin","","App Architecture (UI Layer)","App Architecture (UI Layer)","With Architecture Components you'll have the power to design even the most complicated app ideas. Combine ViewModels with LiveData to build this super fun ""Guess it"" game.","en-us"
"nd213","Programming and Development","Intermediate","4 Months","C++","C++","Object-Oriented Programming","Object-Oriented Programming","","Welcome","Welcome","","en-us"
"cd0667","Artificial Intelligence","Beginner","","Linear Algebra Essentials","Linear Algebra Essentials","Linear Algebra Essentials","Linear Algebra Essentials","Learn the basics of the beautiful world of Linear Algebra and
why it is such an important mathematical tool in the world of AI.","Linear Combination Lab","Linear Combination Lab","Learn how to computationally determine a vector's span and solve a simple system of equations.","en-us"
"ud898","Programming and Development","","3 Weeks","JavaScript Promises","JavaScript Promises","JavaScript Promises","JavaScript Promises","","Creating Promises","Creating Promises","Learn what a promise is, how it makes writing asynchronous JavaScript simpler and how to handle errors.","en-us"
"nd035","Programming and Development","Intermediate","4 Months","Java Web Developer","Java Developer","Security and DevOps","Security and DevOps","Learn about Git, version control and best practices for authorization and authentication. Use Jenkins to build a CI/CD pipeline to deploy code to production.","Splunk","Splunk","Splunk was founded in 2003 to make sense of machine-generated data. Here you’ll learn about what Splunk can be used for, how to install it, and how to use it for generating dashboards and more.","en-us"
